timestamp,mode,target_class,focus_label,focus_zone,direction,distance_m,event_type,spoken_text
1769733071.3199806,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769733075.7942698,navigation,,,,,,ocr,ocr_none
1769733075.7942698,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733081.7473023,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769733085.8175507,navigation,,,,,,ocr,ocr_none
1769733090.8321369,navigation,,,,,,vlm_caption,Scene summary: a man wearing a white tank top
1769733096.7566578,navigation,,,,,,ocr,ocr_none
1769733098.103963,navigation,,person,mid,right,1.0,obstacle_closer,"person right, about 1.0 meters."
1769733102.3507533,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769733105.8869772,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733111.3107078,navigation,,,,,,ocr,ocr_none
1769733118.019522,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769733122.3734457,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769733122.3734457,navigation,,,,,,ocr,ocr_none
1769733122.3734457,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733132.4128408,navigation,,,,,,ocr,ocr_none
1769733137.4469078,navigation,,,,,,vlm_caption,Scene summary: a man with glasses and a white tank top
1769733143.9742384,navigation,,,,,,ocr,ocr_none
1769733148.33335,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769733152.7930806,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top sitting on a bed
1769733159.7422388,navigation,,,,,,ocr,ocr_none
1769733166.335815,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769733170.158638,navigation,,,,,,ocr,ocr_none
1769733170.158638,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733180.2196877,navigation,,,,,,ocr,ocr_none
1769733185.178544,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733190.6490843,navigation,,,,,,ocr,ocr_none
1769733198.4989467,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769733203.4503703,navigation,,,,,,ocr,ocr_none
1769733203.4503703,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top
1769733209.5259845,navigation,,person,near,right,0.5,obstacle_near,"person right, very close."
1769733213.5339406,navigation,,,,,,ocr,ocr_none
1769733257.2471027,navigation,,person,near,right,0.5,first_obstacle,"person right, within one meter."
1769733261.249451,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769733266.246725,navigation,,person,near,right,0.5,obstacle_near,"person right, very close."
1769733269.9550672,navigation,,,,,,ocr,ocr_none
1769733272.3797195,navigation,,,,,,vlm_caption,Scene summary: a man in a white tank top is taking a picture of himself
1769733463.4260302,navigation,,,,,,ocr,ocr_none
1769733468.3625371,navigation,,,,,,vlm_caption,Scene summary: a black and white photo of a man in a suit and tie
1769733477.3273597,navigation,,,,,,ocr,ocr_none
1769733484.2397654,navigation,,,,,,vlm_caption,Scene summary: a black and white photo of a man in a suit and tie
1769733493.0670762,navigation,,,,,,ocr,ocr_none
1769768184.3547213,navigation,,person,near,ahead,0.5,first_obstacle,"person ahead, within one meter."
1769768194.1816037,navigation,,,,,,ocr,ocr_none
1769768197.6938179,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768202.1264007,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt in a bathroom
1769768208.9060667,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768208.9060667,navigation,,,,,,ocr,ocr_none
1769768217.1802704,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is standing in a room
1769768223.8212383,navigation,,,,,,ocr,ocr_none
1769768224.388813,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768228.6400115,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768364.7753367,navigation,,person,near,ahead,0.5,first_obstacle,"person ahead, within one meter."
1769768374.315191,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768378.7277868,navigation,,,,,,ocr,ocr_none
1769768379.4492478,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768379.4492478,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is sitting on a bed
1769768389.3157892,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768389.3157892,navigation,,,,,,ocr,ocr_none
1769768394.651549,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768394.651549,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on in a bathroom
1769768404.095691,navigation,,,,,,ocr,ocr_none
1769768409.659643,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on in a bathroom
1769768415.9984713,navigation,,,,,,ocr,ocr_none
1769768424.7066252,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt sitting on a bed
1769768430.9387593,navigation,,,,,,ocr,ocr_none
1769768439.7924182,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on in a bathroom
1769768446.0581567,navigation,,,,,,ocr,ocr_none
1769768454.8044338,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt sitting on a bed
1769768461.153701,navigation,,,,,,ocr,ocr_none
1769768469.8476474,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on in a bathroom
1769768476.2012541,navigation,,,,,,ocr,ocr_none
1769768478.250016,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768482.9011276,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768486.2073169,navigation,,,,,,ocr,ocr_none
1769768486.2073169,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt sitting on a bed
1769768496.260434,navigation,,,,,,ocr,ocr_none
1769768496.842723,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768501.2202353,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768501.2202353,navigation,,,,,,vlm_caption,Scene summary: a shirtless man sitting on a bed
1769768510.0708845,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768510.0708845,navigation,,,,,,ocr,ocr_none
1769768514.7990294,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769768518.0016859,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769768518.0016859,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt sitting on a bed
1769768528.2415009,navigation,,,,,,ocr,ocr_none
1769769070.86427,navigation,,person,mid,ahead,1.0,first_obstacle,"person ahead, about 1.0 meters."
1769769075.6031022,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769078.7803552,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769082.9786997,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769082.9786997,navigation,,,,,,ocr,ocr_none
1769769087.5272112,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on sitting on a bed
1769769094.0702558,navigation,,,,,,ocr,ocr_none
1769769096.0974755,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769101.2205405,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769104.5104146,navigation,,,,,,ocr,ocr_none
1769769104.5104146,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt sitting on a bed
1769769112.7794242,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769117.1143525,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769117.1143525,navigation,,,,,,ocr,ocr_none
1769769121.2582736,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt on in a bathroom
1769769127.487068,navigation,,,,,,ocr,ocr_none
1769769136.283673,navigation,,,,,,vlm_caption,Scene summary: a man holding a cell phone in his hand
1769769142.766287,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769142.766287,navigation,,,,,,ocr,ocr_none
1769769151.2932844,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt talking on a cell phone
1769769157.8358462,navigation,,,,,,ocr,ocr_none
1769769158.413156,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769166.3008716,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is sitting on a bed
1769769172.687633,navigation,,,,,,ocr,ocr_none
1769769181.337483,navigation,,,,,,vlm_caption,Scene summary: a shirtless man in a bathroom with no shirt on
1769769190.7828562,navigation,,,,,,ocr,ocr_none
1769769196.4293075,navigation,,,,,,vlm_caption,Scene summary: a shirtless man with glasses and a mustache
1769769203.9029317,navigation,,,,,,ocr,ocr_none
1769769211.4324696,navigation,,,,,,vlm_caption,Scene summary: a shirtless man with glasses and no shirt on
1769769218.2872663,navigation,,,,,,ocr,ocr_none
1769769226.4737525,navigation,,,,,,vlm_caption,Scene summary: a shirtless man with glasses and no shirt
1769769232.976623,navigation,,,,,,ocr,ocr_none
1769769241.5659971,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is standing in a room
1769769248.2251573,navigation,,,,,,ocr,MRITA
1769769251.9308038,navigation,,person,mid,left,1.0,obstacle_closer,"person left, about 1.0 meters."
1769769256.616003,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769256.616003,navigation,,,,,,vlm_caption,Scene summary: a man is holding up a id card
1769769267.8078222,navigation,,,,,,ocr,AMRITA VISHWA VIDYAPEETHAM AAfmlna AeE 04n 1445 1tnataa Kunal Debnath CB SC PZAIE25037 Toch AE 2025-2027 Volld Upia 710-0u-2027 Hos 6 1
1769769295.4329476,navigation,,,,,,ocr,ocr_none
1769769295.4329476,navigation,,,,,,vlm_caption,Scene summary: a shirtless man sitting in a bathtub
1769769303.8864841,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769308.2316513,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769308.2316513,navigation,,,,,,ocr,"AMRITA VISHWA VIDYAPEETHAM Ktna 641 112,Fh04z 288 500  AmnitanJquPO Kunal Debnath CB SC PZAIE25037 MTech AlE 2025-2027 and Uela J0-08-2027 1 HOs 1 ("
1769769343.040701,navigation,,,,,,ocr,ocr_none
1769769343.040701,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is brushing his hair
1769769353.0998085,navigation,,,,,,ocr,ocr_none
1769769358.0463033,navigation,,,,,,vlm_caption,Scene summary: a man in a yellow shirt is holding a cell phone
1769769364.9429038,navigation,,,,,,ocr,ocr_none
1769769367.9504333,navigation,,person,mid,ahead,1.0,obstacle_closer,"person ahead, about 1.0 meters."
1769769373.0907848,navigation,,,,,,vlm_caption,Scene summary: a man in a bathroom with a towel on his head
1769769379.83717,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769379.83717,navigation,,,,,,ocr,ocr_none
1769769388.1735163,navigation,,,,,,vlm_caption,Scene summary: a shirtless man in a room with an orange ribbon around his neck
1769769396.2617843,navigation,,,,,,ocr,ocr_none
1769769403.1931484,navigation,,,,,,vlm_caption,Scene summary: a man in a red shirt and glasses sitting on a bed
1769769410.2652926,navigation,,,,,,ocr,ocr_none
1769769418.217259,navigation,,,,,,vlm_caption,Scene summary: a man in a red shirt and glasses sitting on a bed
1769769425.9227705,navigation,,,,,,ocr,ocr_none
1769769426.4909458,navigation,,person,mid,right,1.0,obstacle_closer,"person right, about 1.0 meters."
1769769434.357329,navigation,,person,near,ahead,0.5,obstacle_near,"person ahead, very close."
1769769434.357329,navigation,,,,,,vlm_caption,Scene summary: a man with glasses and no shirt is posing for the camera
1769769445.1881652,navigation,,,,,,ocr,ocr_none
1769769449.4506245,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt and no shirt is posing for the camera
1769769457.2466958,navigation,,,,,,ocr,ocr_none
1769769464.4575615,navigation,,,,,,vlm_caption,Scene summary: a man with glasses and no shirt is posing for the camera
1769769472.5565639,navigation,,,,,,ocr,ocr_none
1769769479.4850144,navigation,,,,,,vlm_caption,Scene summary: a man in a bikini drinking from a pink bottle
1769769486.4385457,navigation,,,,,,ocr,ocr_none
1769769494.4923973,navigation,,,,,,vlm_caption,Scene summary: a man in a pink shirt is playing with a toy
1769769501.487704,navigation,,,,,,ocr,ocr_none
1769769509.5067754,navigation,,,,,,vlm_caption,Scene summary: a man with glasses and no shirt is standing in a room
1769769516.8992496,navigation,,,,,,ocr,ocr_none
1769769520.9713657,navigation,,,,,,path_clear,Path ahead seems clear.
1769769523.7750156,navigation,,person,mid,left,1.0,first_obstacle,"person left, about 1.0 meters."
1769769528.0680554,navigation,,,,,,path_clear,Path ahead seems clear.
1769769528.0680554,navigation,,,,,,ocr,ocr_none
1769769528.0680554,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a yellow mosquito net
1769769537.7573273,navigation,,person,far,left,2.0,first_obstacle,"person left, ahead."
1769769540.685195,navigation,,,,,,ocr,ocr_none
1769769543.1062624,navigation,,,,,,vlm_caption,Scene summary: a man standing in front of a bed in a room
1769769549.8498259,navigation,,person,mid,left,1.5,obstacle_closer,"person left, about 1.5 meters."
1769769554.4524202,navigation,,,,,,ocr,ocr_none
1769769558.1123478,navigation,,,,,,vlm_caption,Scene summary: a naked man standing in front of a bed
1769769565.4013,navigation,,,,,,ocr,ocr_none
1769769567.7990177,navigation,,,,,,path_clear,Path ahead seems clear.
1769769573.1957252,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a net hanging from the ceiling
1769769580.3514893,navigation,,,,,,ocr,ocr_none
1769769584.7659845,navigation,,person,far,left,4.0,first_obstacle,"person left, ahead."
1769769587.7711797,navigation,,,,,,path_clear,Path ahead seems clear.
1769769590.605572,navigation,,,,,,ocr,ocr_none
1769769590.605572,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a yellow net
1769769600.6400743,navigation,,,,,,ocr,ocr_none
1769769605.6610985,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a yellow mosquito net
1769769612.3175697,navigation,,,,,,ocr,ocr_none
1769769620.6774032,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a mosquito net
1769769627.086575,navigation,,person,near,left,0.5,first_obstacle,"person left, within one meter."
1769769627.086575,navigation,,,,,,ocr,ocr_none
1769769635.7057889,navigation,,person,mid,left,1.0,obstacle_closer,"person left, about 1.0 meters."
1769769635.7057889,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt standing in front of a bed
1769769646.8498456,navigation,,person,near,left,0.5,obstacle_near,"person left, very close."
1769769646.8498456,navigation,,,,,,ocr,ocr_none
1769769650.8969638,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt standing in front of a bed
1769769657.7422166,navigation,,,,,,ocr,ocr_none
1769769665.9004478,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt standing in a room
1769769672.3647075,navigation,,,,,,path_clear,Path ahead seems clear.
1769769672.3647075,navigation,,,,,,ocr,ocr_none
1769769680.9304826,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a yellow curtain
1769769687.0061333,navigation,,person,near,left,0.5,first_obstacle,"person left, within one meter."
1769769687.0061333,navigation,,,,,,ocr,ocr_none
1769769690.8426337,navigation,,,,,,path_clear,Path ahead seems clear.
1769769693.4206305,navigation,,person,mid,left,1.0,first_obstacle,"person left, about 1.0 meters."
1769769697.5346766,navigation,,,,,,path_clear,Path ahead seems clear.
1769769697.5346766,navigation,,,,,,ocr,ocr_none
1769769697.5346766,navigation,,,,,,vlm_caption,Scene summary: a room with a bed and a window in it
1769769707.6265965,navigation,,,,,,ocr,ocr_none
1769769712.5348852,navigation,,,,,,vlm_caption,Scene summary: an empty room with a white wall and a wooden floor
1769769719.2898533,navigation,,,,,,ocr,ocr_none
1769769724.1107144,navigation,,person,mid,left,1.0,first_obstacle,"person left, about 1.0 meters."
1769769728.5587106,navigation,,person,near,left,0.5,obstacle_near,"person left, very close."
1769769728.5587106,navigation,,,,,,vlm_caption,Scene summary: a man with no shirt is standing in a room
1769769738.657923,navigation,,,,,,ocr,ocr_none
1769769743.6487088,navigation,,,,,,vlm_caption,Scene summary: a man with glasses is standing in the bathroom
1769769750.5915859,navigation,,,,,,ocr,ocr_none
1769769758.6921225,navigation,,,,,,vlm_caption,Scene summary: a close up of a person ' s butt
1769769765.1748745,navigation,,,,,,path_clear,Path ahead seems clear.
1769769765.1748745,navigation,,,,,,ocr,ocr_none
1769769768.8372445,navigation,,person,near,ahead,0.5,first_obstacle,"person ahead, within one meter."
1769769772.4204788,navigation,,,,,,path_clear,Path ahead seems clear.
1769769775.2480233,navigation,,,,,,ocr,ocr_none
1769769775.2480233,navigation,,,,,,vlm_caption,Scene summary: a window in a room with a curtain on the window
1769769785.2750223,navigation,,,,,,ocr,ocr_none
1769769790.257583,navigation,,,,,,vlm_caption,Scene summary: a close up of a white wall with a metal pole
1769769797.5120478,navigation,,,,,,ocr,ocr_none
1769769801.6479561,navigation,,person,far,left,3.0,first_obstacle,"person left, ahead."
1769769805.2944865,navigation,,,,,,vlm_caption,Scene summary: a man looking out a window at the view
1769769811.6210532,navigation,,,,,,path_clear,Path ahead seems clear.
1769769811.6210532,navigation,,,,,,ocr,ocr_none
1769769820.307688,navigation,,,,,,vlm_caption,Scene summary: a window with a view of the trees outside
1769769827.1001873,navigation,,person,mid,left,1.5,first_obstacle,"person left, about 1.5 meters."
1769769827.1001873,navigation,,,,,,ocr,ocr_none
